user_id,name,gender,age,city,signup_date,is_swiggy_one
1090,Rahul Bhat,Male,34,Mumbai,2023-05-10,0
1091,Anand Rao,Male,35,Hyderabad,2024-01-13,1
1092,Kunal Joshi,Male,20,Bangalore,2023-11-16,0
1093,Shreya Choudhury,Female,23,Mumbai,2023-09-06,1
1094,Rhea Bhat,Female,26,Chennai,2023-02-12,1
1095,Rhea Das,Female,51,Bangalore,2023-12-16,1
1096,Aditi Gupta,Female,42,Hyderabad,2024-04-15,0
1097,Divya Malhotra,Female,36,Kolkata,2024-05-10,0
1098,Tanvi Nair,Female,24,Chennai,2023-10-13,0
1099,Manish Sen,Male,43,Pune,2023-12-11,1
1100,Divya Chopra,Female,41,Mumbai,2023-09-22,1
1101,Simran Sharma,Female,31,Pune,2023-03-29,1
1102,Aditi Mukherjee,Female,34,Chennai,2024-05-02,0
1103,Deepika Sharma,Female,37,Bangalore,2023-08-15,0
1104,Karthik Pillai,Male,42,Pune,2024-04-29,0
1105,Kavya Mukherjee,Female,41,Delhi,2024-04-09,1
1106,Swati Gupta,Female,31,Kolkata,2023-11-20,1
1107,Abhishek Rao,Male,49,Kolkata,2023-10-11,0
1108,Pooja Rao,Female,33,Delhi,2024-01-05,1
1109,Harsh Mukherjee,Male,36,Mumbai,2023-02-16,0
1110,Komal Iyer,Female,50,Kolkata,2023-04-16,0
1111,Aditi Chopra,Female,40,Hyderabad,2023-07-08,0
1112,Aditi Gupta,Female,23,Chennai,2024-02-15,0
1113,Vikram Iyer,Male,38,Chennai,2023-03-29,0
1114,Vishal Kulkarni,Male,33,Pune,2024-06-19,0
1115,Shruti Sen,Female,38,Hyderabad,2023-03-03,0
1116,Abhishek Nambiar,Male,35,Mumbai,2023-03-25,1
1117,Vishal Patel,Male,19,Mumbai,2024-02-23,0
1118,Shruti Verma,Female,37,Mumbai,2023-10-17,0
1119,Sneha Pillai,Female,35,Mumbai,2023-07-22,0
1120,Tanmay Iyer,Male,28,Delhi,2023-03-15,1
1121,Anushka Sen,Female,47,Delhi,2023-05-08,0
1122,Komal Bose,Female,51,Delhi,2024-05-20,0
1123,Varun Singh,Male,35,Pune,2023-01-27,1
1124,Ayush Mehta,Male,21,Pune,2023-06-29,0
1125,Aishwarya Reddy,Female,46,Pune,2024-05-18,0
1126,Megha Kulkarni,Female,39,Delhi,2023-04-18,0
1127,Kavya Choudhury,Female,37,Hyderabad,2024-02-15,0
1128,Manish Patel,Male,35,Delhi,2023-11-28,1
1129,Pallavi Sharma,Female,48,Kolkata,2024-02-28,1
1130,Anushka Chopra,Female,47,Kolkata,2023-02-22,1
1131,Karthik Deshmukh,Male,50,Kolkata,2023-05-05,1
1132,Harsh Reddy,Male,19,Delhi,2024-02-22,1
1133,Manish Gupta,Male,28,Kolkata,2024-05-25,0
1134,Pallavi Choudhury,Female,45,Delhi,2024-05-09,0
1135,Manish Mukherjee,Male,43,Mumbai,2023-07-15,0
1136,Rohan Mehta,Male,45,Chennai,2023-12-15,0
1137,Priya Joshi,Female,38,Kolkata,2024-05-16,0
1138,Simran Chopra,Female,40,Delhi,2024-01-22,0
1139,Ritu Choudhury,Female,43,Mumbai,2023-08-28,0
1140,Ananya Singh,Female,49,Kolkata,2024-01-26,0
1141,Gaurav Verma,Male,51,Mumbai,2023-12-06,0
1142,Pooja Malhotra,Female,19,Hyderabad,2023-05-28,0
1143,Rohan Chopra,Male,35,Chennai,2023-12-13,0
1144,Isha Patel,Female,40,Chennai,2024-06-30,0
1145,Isha Choudhury,Female,50,Chennai,2023-02-06,0
1146,Tanmay Pillai,Male,33,Delhi,2023-04-03,0
1147,Tanmay Choudhury,Male,25,Chennai,2024-03-30,1
1148,Priya Verma,Female,22,Delhi,2023-10-28,1
1149,Neha Nair,Female,45,Pune,2023-07-04,1
1150,Rakesh Bose,Male,34,Pune,2024-05-24,0
1151,Suresh Deshmukh,Male,35,Kolkata,2024-04-15,1
1152,Manish Joshi,Male,29,Kolkata,2023-03-17,0
1153,Nandini Joshi,Female,46,Kolkata,2023-09-14,0
1154,Ritu Bose,Female,49,Chennai,2023-04-20,1
1155,Nandini Joshi,Female,37,Kolkata,2023-01-23,0
1156,Aishwarya Sharma,Female,22,Pune,2024-05-23,0
1157,Swati Bhat,Female,41,Chennai,2023-08-13,0
1158,Rhea Pillai,Female,27,Kolkata,2023-04-10,0
1159,Karthik Deshmukh,Male,42,Bangalore,2023-05-15,1
1160,Tanvi Kulkarni,Female,31,Mumbai,2023-05-16,0
1161,Pallavi Malhotra,Female,29,Delhi,2023-09-21,0
1162,Shruti Singh,Female,26,Chennai,2024-04-24,0
1163,Suresh Pillai,Male,44,Kolkata,2024-01-10,1
1164,Priya Mehta,Female,26,Pune,2024-04-10,0
1165,Nandini Bose,Female,42,Chennai,2023-04-21,0
1166,Priya Bhat,Female,39,Pune,2023-08-15,0
1167,Komal Joshi,Female,45,Kolkata,2023-04-30,1
1168,Karthik Chopra,Male,25,Bangalore,2023-08-29,0
1169,Pranav Deshmukh,Male,45,Delhi,2023-06-08,0
1170,Gaurav Bhat,Male,36,Hyderabad,2023-02-03,0
1171,Manish Deshmukh,Male,42,Mumbai,2023-04-12,0
1172,Simran Nambiar,Female,22,Delhi,2024-02-12,1
1173,Manish Patel,Male,32,Kolkata,2023-01-22,1
1174,Swati Iyer,Female,32,Chennai,2023-03-12,0
1175,Anand Rao,Male,33,Chennai,2023-12-03,0
1176,Arjun Iyer,Male,35,Mumbai,2023-06-28,1
1177,Vikram Sharma,Male,34,Delhi,2023-11-28,1
1178,Ananya Iyer,Female,45,Kolkata,2024-06-22,1
1179,Gaurav Deshmukh,Male,42,Chennai,2024-06-09,0
1180,Pallavi Nair,Female,21,Pune,2024-06-17,1
1181,Amit Chopra,Male,44,Chennai,2024-03-12,0
1182,Komal Deshmukh,Female,24,Bangalore,2023-11-26,0
1183,Vikram Mehta,Male,39,Pune,2024-01-26,0
1184,Deepika Malhotra,Female,46,Pune,2023-04-12,0
1185,Tanmay Nambiar,Male,32,Chennai,2024-03-16,0
1186,Varun Singh,Male,48,Chennai,2024-02-13,0
1187,Deepak Kulkarni,Male,35,Delhi,2024-01-19,0
1188,Sneha Patel,Female,24,Chennai,2023-04-06,0
1189,Neha Mukherjee,Female,40,Bangalore,2023-05-06,0
1190,Bhavna Verma,Female,38,Delhi,2023-12-27,1
1191,Vikram Pillai,Male,33,Hyderabad,2023-04-21,1
1192,Pooja Mehta,Female,33,Pune,2024-03-15,0
1193,Rakesh Pillai,Male,36,Chennai,2023-01-30,1
1194,Tanvi Das,Female,30,Bangalore,2023-05-27,0
1195,Sneha Iyer,Female,20,Kolkata,2023-04-04,0
1196,Pranav Kulkarni,Male,40,Hyderabad,2023-06-11,0
1197,Nandini Bhat,Female,22,Bangalore,2023-06-09,1
1198,Ayush Patel,Male,47,Delhi,2024-03-10,0
1199,Kavya Mehta,Female,51,Mumbai,2023-04-27,1
1200,Karthik Pillai,Male,50,Kolkata,2024-06-23,0
1201,Suresh Bose,Male,22,Pune,2023-01-08,1
1202,Vikram Mehta,Male,39,Delhi,2023-05-03,1
1203,Divya Iyer,Female,33,Hyderabad,2024-05-27,0
1204,Sneha Bose,Female,21,Chennai,2024-03-22,1
1205,Deepak Sen,Male,44,Hyderabad,2024-03-03,1
1206,Priya Singh,Female,48,Mumbai,2024-01-06,1
1207,Suresh Kulkarni,Male,44,Pune,2024-06-20,1
1208,Bhavna Singh,Female,40,Mumbai,2023-06-22,1
1209,Siddharth Malhotra,Male,41,Mumbai,2023-12-26,0
1210,Suresh Gupta,Male,35,Mumbai,2023-07-22,1
1211,Tanmay Patel,Male,50,Mumbai,2024-04-20,0
1212,Rhea Sen,Female,39,Kolkata,2023-11-20,1
1213,Gaurav Deshmukh,Male,38,Kolkata,2023-10-09,0
1214,Pallavi Patel,Female,48,Delhi,2024-04-07,1
1215,Shruti Patel,Female,24,Kolkata,2024-06-03,0
1216,Manish Sen,Male,31,Kolkata,2023-11-26,0
1217,Amit Deshmukh,Male,40,Bangalore,2023-03-28,0
1218,Amit Nair,Male,47,Kolkata,2024-03-25,0
1219,Nikhil Das,Male,43,Delhi,2024-02-23,0
1220,Tanmay Nambiar,Male,23,Delhi,2023-12-04,1
1221,Shruti Mehta,Female,28,Kolkata,2023-12-08,1
1222,Nikhil Joshi,Male,44,Kolkata,2023-05-13,0
1223,Karthik Mukherjee,Male,40,Hyderabad,2023-05-11,0
1224,Tanmay Pillai,Male,51,Hyderabad,2024-01-06,1
1225,Divya Rao,Female,50,Delhi,2023-07-16,1
1226,Vikram Patel,Male,25,Delhi,2024-06-03,0
1227,Ayush Singh,Male,27,Chennai,2024-01-21,1
1228,Harsh Bhat,Male,29,Chennai,2024-03-24,1
1229,Rhea Nair,Female,37,Hyderabad,2024-04-04,1
1230,Karthik Chopra,Male,31,Chennai,2024-01-12,0
1231,Deepika Joshi,Female,43,Chennai,2024-05-29,0
1232,Abhishek Bhat,Male,35,Mumbai,2023-02-23,0
1233,Simran Gupta,Female,52,Kolkata,2023-05-08,1
1234,Arjun Deshmukh,Male,28,Pune,2024-03-23,1
1235,Manish Das,Male,45,Bangalore,2023-02-24,0
1236,Swati Bose,Female,42,Bangalore,2023-08-18,1
1237,Harsh Nambiar,Male,28,Delhi,2023-05-21,1
1238,Komal Iyer,Female,49,Chennai,2024-04-04,0
1239,Rahul Mehta,Male,28,Mumbai,2024-06-24,0
1240,Swati Joshi,Female,22,Bangalore,2023-09-02,0
1241,Sneha Gupta,Female,50,Chennai,2023-01-17,0
1242,Harsh Iyer,Male,46,Delhi,2023-01-02,0
1243,Anand Kulkarni,Male,24,Mumbai,2024-06-20,0
1244,Siddharth Mukherjee,Male,51,Pune,2023-01-21,0
1245,Ananya Nambiar,Female,42,Hyderabad,2023-09-17,0
1246,Sneha Das,Female,25,Mumbai,2023-12-07,1
1247,Simran Singh,Female,30,Chennai,2024-04-20,0
1248,Isha Reddy,Female,27,Chennai,2023-03-06,0
1249,Ananya Joshi,Female,21,Mumbai,2023-07-24,0
1250,Shruti Malhotra,Female,49,Hyderabad,2023-09-17,1
1251,Karthik Das,Male,22,Chennai,2023-12-06,1
1252,Kavya Bose,Female,47,Kolkata,2024-01-31,1
1253,Gaurav Choudhury,Male,42,Hyderabad,2024-06-15,1
1254,Mayank Kulkarni,Male,46,Bangalore,2023-07-04,0
1255,Pooja Patel,Female,37,Delhi,2023-11-10,0
1256,Divya Choudhury,Female,41,Hyderabad,2024-04-02,1
1257,Anushka Kulkarni,Female,22,Delhi,2023-03-18,0
1258,Megha Malhotra,Female,29,Chennai,2023-02-01,1
1259,Ananya Iyer,Female,34,Bangalore,2024-01-11,0
1260,Rakesh Iyer,Male,47,Kolkata,2024-01-15,0
1261,Anand Iyer,Male,42,Pune,2024-02-12,1
1262,Swati Gupta,Female,30,Bangalore,2024-05-26,0
1263,Arjun Mehta,Male,47,Kolkata,2023-08-08,0
1264,Komal Chopra,Female,26,Mumbai,2023-05-19,0
1265,Divya Choudhury,Female,24,Hyderabad,2023-11-24,0
1266,Vishal Mukherjee,Male,38,Delhi,2023-06-11,0
1267,Nikhil Malhotra,Male,26,Mumbai,2023-07-25,0
1268,Gaurav Sharma,Male,42,Delhi,2024-04-23,0
1269,Rakesh Patel,Male,38,Bangalore,2024-02-12,0
1270,Pallavi Kulkarni,Female,45,Chennai,2023-03-17,1
1271,Isha Patel,Female,48,Hyderabad,2024-06-13,1
1272,Vikram Kulkarni,Male,22,Pune,2023-05-08,0
1273,Divya Reddy,Female,33,Delhi,2023-12-21,0
1274,Sneha Mehta,Female,36,Mumbai,2023-05-09,0
1275,Siddharth Nambiar,Male,28,Mumbai,2023-06-25,0
1276,Nandini Verma,Female,20,Chennai,2023-03-25,1
1277,Isha Rao,Female,45,Chennai,2023-02-01,0
1278,Isha Joshi,Female,34,Hyderabad,2024-02-20,1
1279,Harsh Verma,Male,47,Mumbai,2024-03-01,0
1280,Deepak Bhat,Male,39,Mumbai,2023-11-23,0
1281,Shreya Iyer,Female,42,Chennai,2024-06-11,0
1282,Swati Deshmukh,Female,36,Bangalore,2024-04-05,1
1283,Amit Joshi,Male,45,Hyderabad,2023-09-12,0
1284,Deepak Sen,Male,39,Kolkata,2023-07-14,0
1285,Pallavi Deshmukh,Female,38,Hyderabad,2024-05-24,1
1286,Pallavi Deshmukh,Female,32,Mumbai,2023-12-28,1
1287,Aditi Bhat,Female,49,Chennai,2023-10-20,0
1288,Varun Iyer,Male,42,Delhi,2024-02-17,0
1289,Ananya Sen,Female,31,Pune,2024-01-07,0
1290,Pranav Malhotra,Male,36,Hyderabad,2023-05-02,1
1291,Pranav Das,Male,40,Chennai,2024-01-10,0
1292,Rakesh Malhotra,Male,51,Hyderabad,2023-02-11,1
1293,Harsh Singh,Male,49,Chennai,2024-06-15,0
1294,Deepak Bhat,Male,29,Delhi,2024-02-07,0
1295,Nandini Singh,Female,51,Pune,2024-06-29,0
1296,Aditi Sharma,Female,40,Delhi,2023-04-23,0
1297,Bhavna Choudhury,Female,20,Kolkata,2024-04-30,1
1298,Mayank Verma,Male,49,Pune,2023-06-24,0
1299,Neha Pillai,Female,21,Mumbai,2023-04-23,1
1300,Tanvi Kulkarni,Female,45,Mumbai,2023-07-28,0
1301,Bhavna Verma,Female,27,Kolkata,2024-06-15,1
1302,Rhea Chopra,Female,43,Pune,2023-11-18,0
1303,Simran Singh,Female,41,Pune,2023-09-28,0
1304,Suresh Mehta,Male,38,Pune,2023-08-19,0
1305,Shruti Choudhury,Female,50,Mumbai,2023-11-21,0
1306,Shruti Gupta,Female,43,Pune,2024-02-09,0
1307,Karthik Verma,Male,24,Delhi,2023-12-21,0
1308,Bhavna Chopra,Female,31,Mumbai,2023-10-05,0
1309,Neha Gupta,Female,34,Pune,2023-09-06,1
1310,Tanmay Nair,Male,25,Bangalore,2024-02-28,1
1311,Pooja Pillai,Female,27,Chennai,2023-01-06,0
1312,Varun Nambiar,Male,49,Hyderabad,2023-07-24,0
1313,Tanvi Joshi,Female,22,Kolkata,2023-04-02,0
1314,Vishal Verma,Male,45,Mumbai,2023-06-30,0
1315,Pranav Chopra,Male,37,Mumbai,2023-02-08,1
1316,Deepak Joshi,Male,52,Hyderabad,2024-05-20,0
1317,Siddharth Deshmukh,Male,31,Delhi,2023-04-26,1
1318,Isha Mehta,Female,30,Kolkata,2023-01-15,0
1319,Nandini Pillai,Female,31,Chennai,2023-06-29,0
1320,Kavya Malhotra,Female,24,Delhi,2024-02-15,0
1321,Vikram Chopra,Male,34,Delhi,2023-01-07,1
1322,Manish Mehta,Male,38,Delhi,2023-01-12,1
1323,Komal Nair,Female,26,Bangalore,2024-04-21,1
1324,Rhea Malhotra,Female,38,Kolkata,2023-05-01,0
1325,Megha Bhat,Female,33,Mumbai,2023-05-17,0
1326,Bhavna Bhat,Female,45,Delhi,2024-04-27,0
1327,Suresh Pillai,Male,24,Chennai,2024-06-22,0
1328,Sneha Sen,Female,22,Bangalore,2024-06-01,1
1329,Kunal Singh,Male,52,Chennai,2024-03-28,1
1330,Harsh Sen,Male,24,Hyderabad,2024-06-06,0
1331,Manish Iyer,Male,45,Pune,2024-04-12,0
1332,Rhea Joshi,Female,20,Kolkata,2024-02-10,1
1333,Mayank Rao,Male,23,Pune,2023-02-16,0
1334,Vishal Verma,Male,49,Bangalore,2023-02-02,1
1335,Vikram Nambiar,Male,45,Kolkata,2024-01-19,0
1336,Deepika Bose,Female,24,Hyderabad,2023-05-17,0
1337,Pooja Reddy,Female,44,Pune,2024-06-25,1
1338,Rahul Sharma,Male,48,Delhi,2024-03-10,0
1339,Suresh Deshmukh,Male,28,Delhi,2023-10-10,1
1340,Amit Pillai,Male,20,Hyderabad,2023-09-04,1
1341,Rakesh Verma,Male,22,Hyderabad,2023-09-08,0
1342,Deepika Nair,Female,32,Pune,2023-02-27,1
1343,Swati Sen,Female,39,Delhi,2023-08-31,1
1344,Ayush Malhotra,Male,45,Mumbai,2023-11-04,1
1345,Tanmay Pillai,Male,50,Hyderabad,2023-02-18,0
1346,Pallavi Singh,Female,45,Kolkata,2024-02-23,1
1347,Divya Mukherjee,Female,34,Hyderabad,2023-08-19,1
1348,Manish Verma,Male,45,Pune,2024-03-02,0
1349,Pranav Nair,Male,32,Delhi,2023-12-05,0
1350,Megha Patel,Female,31,Pune,2023-02-22,1
1351,Rohan Rao,Male,32,Chennai,2024-05-05,1
1352,Shruti Sharma,Female,31,Mumbai,2023-05-01,0
1353,Swati Choudhury,Female,32,Pune,2024-02-11,0
1354,Shruti Bose,Female,41,Hyderabad,2023-11-12,1
1355,Deepika Gupta,Female,49,Chennai,2023-11-24,0
1356,Tanvi Kulkarni,Female,33,Bangalore,2023-05-30,1
1357,Shruti Iyer,Female,40,Mumbai,2023-08-24,0
1358,Gaurav Mukherjee,Male,40,Kolkata,2023-09-21,0
1359,Bhavna Nambiar,Female,50,Kolkata,2024-04-16,1
1360,Divya Iyer,Female,50,Kolkata,2023-07-08,0
1361,Siddharth Verma,Male,23,Chennai,2023-02-19,0
1362,Neha Nambiar,Female,23,Mumbai,2023-06-04,1
1363,Megha Verma,Female,49,Pune,2024-05-14,1
1364,Priya Sharma,Female,36,Pune,2023-10-21,1
1365,Divya Gupta,Female,52,Bangalore,2023-06-02,1
1366,Megha Mehta,Female,44,Chennai,2023-03-22,0
1367,Deepika Sen,Female,33,Mumbai,2023-11-04,0
1368,Tanmay Nambiar,Male,21,Chennai,2023-04-06,0
1369,Simran Chopra,Female,19,Bangalore,2023-06-25,1
1370,Isha Singh,Female,25,Pune,2024-06-24,0
1371,Abhishek Choudhury,Male,49,Pune,2023-10-05,1
1372,Ayush Mehta,Male,21,Pune,2023-07-03,0
1373,Priya Rao,Female,28,Pune,2024-02-12,0
1374,Divya Sen,Female,43,Mumbai,2023-12-06,0
1375,Harsh Patel,Male,41,Pune,2023-02-24,1
1376,Rohan Singh,Male,44,Pune,2023-12-01,1
1377,Deepika Chopra,Female,41,Mumbai,2024-01-20,0
1378,Sneha Bhat,Female,34,Delhi,2023-03-17,1
1379,Pranav Choudhury,Male,28,Chennai,2024-02-03,1
1380,Rohan Sharma,Male,47,Delhi,2024-01-04,0
1381,Vikram Patel,Male,46,Mumbai,2024-04-04,0
1382,Pooja Sharma,Female,41,Bangalore,2023-04-06,0
1383,Shreya Sharma,Female,45,Delhi,2024-02-02,0
1384,Anand Malhotra,Male,43,Mumbai,2023-06-23,1
1385,Aishwarya Chopra,Female,23,Mumbai,2023-06-21,0
1386,Shruti Chopra,Female,23,Chennai,2024-01-05,1
1387,Mayank Nambiar,Male,31,Hyderabad,2024-04-13,1
1388,Priya Bose,Female,43,Delhi,2023-12-04,0
1389,Isha Bhat,Female,38,Mumbai,2023-11-25,0
1390,Gaurav Singh,Male,44,Mumbai,2023-11-23,1
1391,Nandini Nair,Female,43,Delhi,2023-10-15,0
1392,Megha Gupta,Female,31,Pune,2023-07-04,0
1393,Mayank Deshmukh,Male,32,Kolkata,2024-03-24,0
1394,Varun Pillai,Male,27,Hyderabad,2023-11-07,1
1395,Harsh Kulkarni,Male,43,Chennai,2023-03-17,0
1396,Nandini Bose,Female,51,Pune,2024-03-04,0
1397,Komal Mukherjee,Female,24,Pune,2023-04-22,0
1398,Divya Nambiar,Female,21,Pune,2024-02-14,0
1399,Kavya Gupta,Female,25,Bangalore,2023-09-22,1
1400,Manish Das,Male,48,Hyderabad,2024-05-27,1
1401,Gaurav Gupta,Male,45,Delhi,2023-03-29,1
1402,Nikhil Joshi,Male,48,Delhi,2023-07-31,0
1403,Aditi Gupta,Female,47,Hyderabad,2023-11-23,1
1404,Harsh Gupta,Male,40,Bangalore,2023-04-22,0
1405,Mayank Nair,Male,30,Pune,2023-06-13,1
1406,Deepika Nair,Female,44,Chennai,2023-07-08,1
1407,Shreya Sharma,Female,31,Kolkata,2024-04-05,0
1408,Priya Choudhury,Female,32,Mumbai,2023-10-13,0
1409,Anand Gupta,Male,30,Chennai,2024-01-10,1
1410,Pooja Mehta,Female,50,Kolkata,2024-06-24,0
1411,Anushka Bose,Female,44,Pune,2023-04-27,1
1412,Anushka Reddy,Female,38,Chennai,2023-03-28,0
1413,Pooja Nair,Female,26,Delhi,2023-07-07,0
1414,Siddharth Bose,Male,27,Hyderabad,2024-01-28,0
1415,Isha Mukherjee,Female,30,Kolkata,2023-06-20,0
1416,Kunal Singh,Male,47,Chennai,2023-02-24,0
1417,Gaurav Iyer,Male,43,Mumbai,2024-06-01,0
1418,Rhea Chopra,Female,47,Hyderabad,2024-05-15,1
1419,Suresh Joshi,Male,36,Bangalore,2023-08-19,0
1420,Manish Sen,Male,50,Kolkata,2024-06-07,1
1421,Arjun Mukherjee,Male,42,Chennai,2023-02-12,0
1422,Simran Rao,Female,25,Hyderabad,2023-09-11,1
1423,Manish Mehta,Male,24,Delhi,2024-03-25,0
1424,Suresh Rao,Male,41,Chennai,2024-03-14,1
1425,Abhishek Rao,Male,22,Chennai,2023-12-26,0
1426,Deepak Choudhury,Male,37,Delhi,2023-10-01,0
1427,Vikram Kulkarni,Male,36,Bangalore,2023-05-10,0
1428,Suresh Iyer,Male,39,Kolkata,2023-09-11,0
1429,Aditi Iyer,Female,36,Pune,2024-02-29,0
1430,Tanmay Patel,Male,51,Hyderabad,2023-10-12,0
1431,Deepika Chopra,Female,19,Delhi,2023-04-06,0
1432,Isha Pillai,Female,41,Kolkata,2023-03-06,0
1433,Ritu Kulkarni,Female,32,Chennai,2024-05-21,1
1434,Tanvi Mukherjee,Female,27,Pune,2024-05-11,0
1435,Amit Gupta,Male,48,Kolkata,2023-01-17,1
1436,Manish Deshmukh,Male,46,Bangalore,2023-07-27,0
1437,Tanmay Joshi,Male,36,Mumbai,2023-04-06,0
1438,Sneha Das,Female,29,Kolkata,2023-02-23,0
1439,Bhavna Choudhury,Female,33,Chennai,2024-03-15,0
1440,Rahul Rao,Male,23,Hyderabad,2023-05-16,0
1441,Priya Sharma,Female,40,Kolkata,2023-05-04,0
1442,Komal Iyer,Female,23,Hyderabad,2023-08-23,0
